RawFile,Project,Pipeline,UseDownstream,Flagged,Protein IDs,Majority protein IDs,Peptide counts all,Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5,Reporter intensity corrected 6,Reporter intensity corrected 7,Reporter intensity corrected 8,Reporter intensity corrected 9,Reporter intensity corrected 10,Reporter intensity corrected 11,Intensity,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1043|ATP-dependent_protease_subunit_HslV|100.0%,1043|ATP-dependent_protease_subunit_HslV|100.0%,1,1,1,1043|ATP-dependent_protease_subunit_HslV|100.0%,1,1,1,1,5.5,5.5,5.5,19.572,181,181,0.0,16.648,63109.0,83110.0,93484.0,69379.0,82367.0,72996.0,75387.0,113880.0,112230.0,63637.0,82280.0,20960000,1,,,,37,2399,True,2476,3153,3247,3247,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1044|ATP-dependent_protease_ATPase_subunit_HslU|100.0%,1044|ATP-dependent_protease_ATPase_subunit_HslU|100.0%,8,8,8,1044|ATP-dependent_protease_ATPase_subunit_HslU|100.0%,1,8,8,8,19.3,19.3,19.3,52.314,467,467,0.0,67.124,357960.0,320710.0,321060.0,264240.0,278190.0,268740.0,276580.0,410080.0,413100.0,183280.0,237760.0,104270000,8,,,,38,585;641;1164;2114;3023;3546;4148;4428,True;True;True;True;True;True;True;True,606;663;1208;2182;3139;3677;4303;4592,783;859;1538;2772;4006;4664;5490;5908,809;887;1580;2851;4124;4801;5656;6086,809;887;1580;2851;4124;4801;5656;6086,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1045|GTP-sensing_transcriptional_pleiotropic_repressor_CodY|100.0%,1045|GTP-sensing_transcriptional_pleiotropic_repressor_CodY|100.0%,7,7,6,1045|GTP-sensing_transcriptional_pleiotropic_repressor_CodY|100.0%,1,7,7,6,30.0,30.0,27.2,28.755,257,257,0.0,60.94,2089500.0,2319100.0,1940400.0,1542500.0,1362600.0,1520900.0,1718500.0,2267000.0,2707800.0,1209500.0,1448300.0,804480000,15,,,,39,25;985;1009;1294;1839;3258;3980,True;True;True;True;True;True;True,27;28;1023;1048;1340;1897;1898;3382;4129,42;43;44;45;1311;1343;1344;1704;2401;2402;2403;4310;4311;5241;5242,43;44;45;46;1347;1380;1381;1752;2468;2469;2470;4440;4441;5400;5401,43;1347;1380;1752;2469;4440;5401,7;8,65;174
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1046|Elongation_factor_Ts|100.0%,1046|Elongation_factor_Ts|100.0%,7,7,7,1046|Elongation_factor_Ts|100.0%,1,7,7,7,27.6,27.6,27.6,32.494,293,293,0.0,71.241,2423700.0,2146900.0,1879500.0,1376300.0,1474100.0,1586800.0,1634400.0,2138700.0,2562500.0,1089200.0,1231900.0,951530000,17,,,,40,84;745;810;876;2747;2888;3214,True;True;True;True;True;True;True,87;88;775;843;910;2855;3002;3338,124;125;126;127;128;129;130;131;132;1002;1082;1083;1162;3660;3839;4255;4256,128;129;130;131;132;133;134;135;136;1031;1114;1115;1195;3771;3953;4383;4384,133;1031;1114;1195;3771;3953;4383,9;10,112;183
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1047|Uridylate_kinase|100.0%,1047|Uridylate_kinase|100.0%,6,6,6,1047|Uridylate_kinase|100.0%,1,6,6,6,24.2,24.2,24.2,26.145,240,240,0.0,41.35,881850.0,729110.0,811120.0,592180.0,648070.0,783400.0,703560.0,930110.0,1051900.0,489880.0,813130.0,262180000,8,,,,41,16;1806;2410;3281;3640;3796,True;True;True;True;True;True,17;1863;2487;3407;3779;3938,21;22;2355;3167;3168;4340;4789;4983,22;23;2419;3262;3263;4470;4927;5126,22;2419;3262;4470;4927;5126,11,69
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1048|Ribosome-recycling_factor|100.0%,1048|Ribosome-recycling_factor|100.0%,6,6,6,1048|Ribosome-recycling_factor|100.0%,1,6,6,6,26.1,26.1,26.1,20.353,184,184,0.0,43.69,479650.0,603460.0,597080.0,462730.0,405280.0,447840.0,531940.0,550470.0,703660.0,413880.0,478460.0,95599000,6,,,,42,647;2786;3374;3454;3479;3974,True;True;True;True;True;True,669;2896;3502;3585;3610;4123,865;3705;4447;4557;4582;5234,893;3817;4581;4692;4718;5393,893;3817;4581;4692;4718;5393,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1049|Isoprenyl_transferase|100.0%,1049|Isoprenyl_transferase|100.0%,2,2,2,1049|Isoprenyl_transferase|100.0%,1,2,2,2,6.6,6.6,6.6,29.848,256,256,0.0,11.642,79597.0,76683.0,67718.0,54220.0,55720.0,66926.0,64258.0,79826.0,86046.0,47415.0,54592.0,8944600,2,,,,43,3706;3769,True;True,3847;3911,4872;4953,5012;5095,5012;5095,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,9230|Deoxyribose-phosphate_aldolase_1|0.86%;105|Deoxyribose-phosphate_aldolase_1;Deoxyribose-phosphate_aldolase_2|99.14%;9240|Deoxyribose-phosphate_aldolase_1|0.86%,9230|Deoxyribose-phosphate_aldolase_1|0.86%;105|Deoxyribose-phosphate_aldolase_1;Deoxyribose-phosphate_aldolase_2|99.14%;9240|Deoxyribose-phosphate_aldolase_1|0.86%,2;2;1,2;2;1,2;2;1,9230|Deoxyribose-phosphate_aldolase_1|0.86%;105|Deoxyribose-phosphate_aldolase_1;Deoxyribose-phosphate_aldolase_2|99.14%;9240|Deoxyribose-phosphate_aldolase_1|0.86%,3,2,2,2,18.9,18.9,18.9,12.789,122,122;220;195,0.0,16.253,239290.0,112020.0,149770.0,109280.0,136730.0,114250.0,105500.0,182470.0,188360.0,86512.0,195110.0,25973000,4,,,,44,742;1230,True;True,772;1275,996;997;1617;1618,1025;1026;1661;1662,1026;1661,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1051|Putative_zinc_metalloprotease|100.0%,1051|Putative_zinc_metalloprotease|100.0%,2,2,2,1051|Putative_zinc_metalloprotease|100.0%,1,2,2,2,6.5,6.5,6.5,48.135,428,428,0.0,20.059,65201.0,65443.0,56544.0,52242.0,45590.0,46522.0,50522.0,64360.0,66437.0,45009.0,65059.0,25034000,2,,,,45,1329;2532,True;True,1375;2615,1748;3346,1797;3446,1797;3446,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1052|Proline--tRNA_ligase|100.0%,1052|Proline--tRNA_ligase|100.0%,10,10,10,1052|Proline--tRNA_ligase|100.0%,1,10,10,10,20.3,20.3,20.3,63.856,567,567,0.0,87.133,800450.0,746220.0,732250.0,601860.0,565300.0,642220.0,624230.0,858590.0,1025800.0,546170.0,656100.0,317210000,14,,,,46,520;974;1122;1286;1305;3168;3658;4285;4481;4686,True;True;True;True;True;True;True;True;True;True,541;1012;1163;1332;1351;3290;3797;4445;4647;4860,710;1297;1298;1475;1695;1719;1720;4193;4811;5692;5977;5978;6240;6241,734;1333;1334;1515;1742;1767;1768;4318;4949;5863;6157;6158;6431;6432,734;1333;1515;1742;1768;4318;4949;5863;6157;6431,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1053|DNA_polymerase_III_PolC-type|100.0%,1053|DNA_polymerase_III_PolC-type|100.0%,3,3,3,1053|DNA_polymerase_III_PolC-type|100.0%,1,3,3,3,2.6,2.6,2.6,162.68,1438,1438,0.0,17.173,137160.0,126200.0,137300.0,95684.0,115440.0,117490.0,103630.0,154690.0,197600.0,99578.0,138280.0,11121000,3,,,,47,3509;3956;4268,True;True;True,3640;4104;4427,4618;5209;5669,4754;5366;5840,4754;5366;5840,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1055|Transcription_termination/antitermination_protein_NusA|100.0%,1055|Transcription_termination/antitermination_protein_NusA|100.0%,9,9,9,1055|Transcription_termination/antitermination_protein_NusA|100.0%,1,9,9,9,27.6,27.6,27.6,43.756,391,391,0.0,72.915,632820.0,799160.0,629890.0,477590.0,509710.0,543270.0,614430.0,723310.0,919310.0,572220.0,642880.0,249630000,10,,,,48,768;1564;1721;1740;2201;3467;3614;4127;4725,True;True;True;True;True;True;True;True;True,800;1616;1775;1795;2272;3598;3749;4282;4899,1031;2059;2245;2271;2887;2888;4570;4754;5468;6297,1060;2119;2308;2334;2971;2972;4706;4891;5634;6490,1060;2119;2308;2334;2971;4706;4891;5634;6490,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,6929|DUF448_domain-containing_protein|0.86%;1056|DNA-binding_protein;DUF448_domain-containing_protein|99.14%,6929|DUF448_domain-containing_protein|0.86%;1056|DNA-binding_protein;DUF448_domain-containing_protein|99.14%,1;1,1;1,1;1,6929|DUF448_domain-containing_protein|0.86%;1056|DNA-binding_protein;DUF448_domain-containing_protein|99.14%,2,1,1,1,10.3,10.3,10.3,9.1106,78,78;94,0.0021119,6.2355,139470.0,132650.0,91065.0,96324.0,73121.0,92631.0,102730.0,128010.0,176510.0,83676.0,165780.0,14974000,2,,,,49,1094,True,1134,1440;1441,1478;1479,1479,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1058|Ribosome-binding_factor_A|100.0%,1058|Ribosome-binding_factor_A|100.0%,3,3,3,1058|Ribosome-binding_factor_A|100.0%,1,3,3,3,19.8,19.8,19.8,13.515,116,116,0.0,18.118,424910.0,336470.0,335140.0,362940.0,244190.0,282550.0,300600.0,440070.0,473540.0,211820.0,334870.0,36061000,4,,,,50,1004;1171;2601,True;True;True,1043;1215;2692,1337;1546;3451,1374;1588;1589;3557,1374;1588;3557,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1059|tRNA_pseudouridine_synthase_B|100.0%,1059|tRNA_pseudouridine_synthase_B|100.0%,4,4,4,1059|tRNA_pseudouridine_synthase_B|100.0%,1,4,4,4,11.5,11.5,11.5,34.639,305,305,0.0,27.256,429760.0,250370.0,349260.0,299470.0,313630.0,309410.0,280090.0,426900.0,404960.0,179280.0,304190.0,34676000,7,,,,51,713;1952;2689;3849,True;True;True;True,743;2014;2796;3994,961;962;2559;3584;5067;5068,990;991;2629;3691;3692;5214;5215,990;2629;3692;5214,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,106|Phosphopentomutase|100.0%,106|Phosphopentomutase|100.0%,6,6,6,106|Phosphopentomutase|100.0%,1,6,6,6,19.4,19.4,19.4,43.795,392,392,0.0,44.901,461060.0,250350.0,256640.0,225650.0,224500.0,246450.0,194860.0,314600.0,379810.0,193930.0,335090.0,48053000,6,,,,52,834;1205;1887;2230;3050;4025,True;True;True;True;True;True,868;1249;1948;2301;3168;4176,1111;1586;2476;2933;4043;5314,1144;1630;2544;3021;4161;5477,1144;1630;2544;3021;4161;5477,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1060|Riboflavin_biosynthesis_protein_RibF|100.0%,1060|Riboflavin_biosynthesis_protein_RibF|100.0%,5,5,5,1060|Riboflavin_biosynthesis_protein_RibF|100.0%,1,5,5,5,16.4,16.4,16.4,36.691,323,323,0.0,36.382,405170.0,276220.0,278970.0,226780.0,245250.0,238710.0,289350.0,316560.0,418110.0,227220.0,377280.0,68221000,7,,,,53,1235;1605;3076;3089;3826,True;True;True;True;True,1280;1657;3194;3208;3970,1623;1624;2105;4074;4093;5033,1667;1668;2165;4192;4212;4213;5180,1668;2165;4192;4212;5180,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1062|Polyribonucleotide_nucleotidyltransferase|100.0%,1062|Polyribonucleotide_nucleotidyltransferase|100.0%,16,16,16,1062|Polyribonucleotide_nucleotidyltransferase|100.0%,1,16,16,16,26.8,26.8,26.8,77.361,698,698,0.0,151.26,1587800.0,1303200.0,1311800.0,1140900.0,1138500.0,1229100.0,1202800.0,1568100.0,2034300.0,894490.0,1327100.0,496420000,21,,,,54,304;493;507;528;751;797;869;947;1161;1783;2170;2480;3063;3749;4568;4611,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,320;514;528;549;783;830;903;984;1205;1839;2239;2560;3181;3891;4736;4780,431;676;691;692;719;1013;1065;1150;1151;1152;1153;1258;1259;1535;2323;2847;3264;4058;4930;6083;6138,449;699;715;716;743;1042;1095;1183;1184;1185;1186;1293;1294;1577;2387;2930;3362;4176;5070;6265;6324,449;699;715;743;1042;1095;1185;1294;1577;2387;2930;3362;4176;5070;6265;6324,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1063|Ribonuclease_J_2|100.0%,1063|Ribonuclease_J_2|100.0%,9,9,9,1063|Ribonuclease_J_2|100.0%,1,9,9,9,15.4,15.4,15.4,62.603,557,557,0.0,106.6,1147800.0,1124100.0,1140100.0,850080.0,858780.0,955130.0,875020.0,1217800.0,1422200.0,780320.0,815420.0,301500000,12,,,,55,628;967;1123;1424;1674;2294;2586;3520;4734,True;True;True;True;True;True;True;True;True,650;1004;1164;1472;1728;2367;2674;3651;4908,841;842;1283;1476;1875;1876;2193;3017;3428;4631;4632;6306,868;869;1319;1516;1928;1929;2256;3108;3533;4767;4768;6500,868;1319;1516;1929;2256;3108;3533;4768;6500,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,"7314|GntR_family_transcriptional_regulator;GntR_family_transcriptional_regulator,_partial|0.86%;1064|GntR_family_transcriptional_regulator|99.14%","7314|GntR_family_transcriptional_regulator;GntR_family_transcriptional_regulator,_partial|0.86%;1064|GntR_family_transcriptional_regulator|99.14%",1;1,1;1,1;1,"7314|GntR_family_transcriptional_regulator;GntR_family_transcriptional_regulator,_partial|0.86%;1064|GntR_family_transcriptional_regulator|99.14%",2,1,1,1,7.9,7.9,7.9,21.594,191,191;237,0.0068966,5.7726,26760.0,23146.0,18804.0,19365.0,18789.0,18176.0,20014.0,24853.0,29738.0,18691.0,32795.0,6653600,1,,,,56,2191,True,2262,2877,2961,2961,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1065|insulinase_family_protein|100.0%,1065|insulinase_family_protein|100.0%,2,2,2,1065|insulinase_family_protein|100.0%,1,2,2,2,3.8,3.8,3.8,48.603,421,421,0.0,15.71,158380.0,158360.0,151860.0,111550.0,137230.0,153260.0,210200.0,178760.0,194430.0,108210.0,108950.0,22245000,2,,,,57,116;4552,True;True,121;4720,171;6067,179;6249,179;6249,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,"6644|insulinase_family_protein;insulinase_family_protein,_partial;pitrilysin|1.72%;1066|insulinase_family_protein;pitrilysin|98.28%","6644|insulinase_family_protein;insulinase_family_protein,_partial;pitrilysin|1.72%;1066|insulinase_family_protein;pitrilysin|98.28%",1;1,1;1,1;1,"6644|insulinase_family_protein;insulinase_family_protein,_partial;pitrilysin|1.72%;1066|insulinase_family_protein;pitrilysin|98.28%",2,1,1,1,15.1,15.1,15.1,9.9911,86,86;428,0.0,8.5963,38116.0,36115.0,38311.0,27325.0,32226.0,37714.0,52500.0,43525.0,49249.0,28808.0,16265.0,13745000,1,,,,58,1552,True,1604,2046,2106,2106,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1072|Protein_RecA|100.0%,1072|Protein_RecA|100.0%,5,5,5,1072|Protein_RecA|100.0%,1,5,5,5,18.2,18.2,18.2,37.656,347,347,0.0,60.546,472830.0,529120.0,470100.0,381020.0,341380.0,386300.0,396480.0,496210.0,623980.0,290570.0,380870.0,199210000,7,,,,59,1823;2228;3113;3577;4065,True;True;True;True;True,1880;2299;3233;3710;4218,2376;2929;2930;4123;4702;4703;5390,2442;3017;3018;4243;4839;4840;5554,2442;3018;4243;4839;5554,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1073|Ribonuclease_Y|100.0%,1073|Ribonuclease_Y|100.0%,4,4,4,1073|Ribonuclease_Y|100.0%,1,4,4,4,9.6,9.6,9.6,58.512,519,519,0.0,33.986,183180.0,144940.0,147000.0,133870.0,121560.0,119670.0,115200.0,172450.0,203410.0,105080.0,180410.0,36953000,5,,,,60,1135;2898;3252;4131,True;True;True;True,1177;3012;3376;4286,1492;3855;3856;4304;5472,1532;3970;3971;4433;5638,1532;3971;4433;5638,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,"1075|2',3'-cyclic-nucleotide_2'-phosphodiesterase|100.0%","1075|2',3'-cyclic-nucleotide_2'-phosphodiesterase|100.0%",1,1,1,"1075|2,3-cyclic-nucleotide_2-phosphodiesterase|100.0%",1,1,1,1,3.8,3.8,3.8,29.875,265,265,0.0021186,6.2791,15579.0,12895.0,14488.0,11502.0,10386.0,10727.0,9079.4,17455.0,15483.0,8150.3,12368.0,1361600,1,,,,61,1881,True,1942,2466,2534,2534,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1076|2-oxoglutarate_oxidoreductase_subunit_KorA;hypothetical_protein|100.0%,1076|2-oxoglutarate_oxidoreductase_subunit_KorA;hypothetical_protein|100.0%,2,2,2,1076|2-oxoglutarate_oxidoreductase_subunit_KorA;hypothetical_protein|100.0%,1,2,2,2,3.1,3.1,3.1,64.506,586,586,0.0,13.318,92724.0,89418.0,75131.0,62232.0,64739.0,83072.0,84289.0,96726.0,127900.0,60954.0,113150.0,11009000,2,,,,62,2355;4511,True;True,2431;4677,3102;6018,3194;6199,3194;6199,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1077|2-oxoacid_ferredoxin_oxidoreductase;pyruvate_synthase_subunit_beta|100.0%,1077|2-oxoacid_ferredoxin_oxidoreductase;pyruvate_synthase_subunit_beta|100.0%,2,2,2,1077|2-oxoacid_ferredoxin_oxidoreductase;pyruvate_synthase_subunit_beta|100.0%,1,2,2,2,5.9,5.9,5.9,31.331,288,288,0.0,11.502,66318.0,77191.0,64991.0,59867.0,51490.0,63922.0,67099.0,87401.0,104100.0,55538.0,94974.0,7654300,3,,,,63,240;1912,True;True,254;1974,354;2506;2507,369;2575;2576,369;2576,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1082|DNA_mismatch_repair_protein_MutS|99.14%;4280|DNA_mismatch_repair_protein_MutS|0.86%,1082|DNA_mismatch_repair_protein_MutS|99.14%;4280|DNA_mismatch_repair_protein_MutS|0.86%,3;2,3;2,3;2,1082|DNA_mismatch_repair_protein_MutS|99.14%;4280|DNA_mismatch_repair_protein_MutS|0.86%,2,3,3,3,5.6,5.6,5.6,99.945,872,872;426,0.0,20.969,100420.0,97542.0,85340.0,62974.0,71028.0,79259.0,82696.0,102040.0,109320.0,66324.0,91642.0,20606000,3,,,,64,1290;2679;2843,True;True;True,1336;2784;2956,1700;3569;3782,1747;3676;3896,1747;3676;3896,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,3700|DNA_mismatch_repair_protein_MutL|0.86%;1083|DNA_mismatch_repair_protein_MutL|96.55%;4847|DNA_mismatch_repair_protein_MutL|2.59%;4846|DNA_mismatch_repair_protein_MutL|2.59%,3700|DNA_mismatch_repair_protein_MutL|0.86%;1083|DNA_mismatch_repair_protein_MutL|96.55%;4847|DNA_mismatch_repair_protein_MutL|2.59%,5;5;3;1,5;5;3;1,5;5;3;1,3700|DNA_mismatch_repair_protein_MutL|0.86%;1083|DNA_mismatch_repair_protein_MutL|96.55%;4847|DNA_mismatch_repair_protein_MutL|2.59%,4,5,5,5,9.4,9.4,9.4,56.92,501,501;669;388;289,0.0,30.373,192130.0,151730.0,154940.0,124090.0,146690.0,145170.0,118540.0,176080.0,183790.0,101390.0,190450.0,21935000,5,,,,65,847;1696;2875;3209;3910,True;True;True;True;True,881;1750;2989;3333;4058,1127;2216;3825;4249;5155,1160;2279;3939;4377;5311,1160;2279;3939;4377;5311,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1084|Glycerol_uptake_operon_antiterminator_regulatory_protein|100.0%,1084|Glycerol_uptake_operon_antiterminator_regulatory_protein|100.0%,2,2,2,1084|Glycerol_uptake_operon_antiterminator_regulatory_protein|100.0%,1,2,2,2,22.0,22.0,22.0,20.108,177,177,0.0,13.082,31119.0,32722.0,28701.0,36911.0,28899.0,26329.0,28474.0,38653.0,41416.0,20816.0,22970.0,9091100,2,,,,66,1152;2101,True;True,1196;2169,1524;2755,1566;2834,1566;2834,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1085|Glycerol_uptake_facilitator_protein|100.0%,1085|Glycerol_uptake_facilitator_protein|100.0%,2,2,2,1085|Glycerol_uptake_facilitator_protein|100.0%,1,2,2,2,7.0,7.0,7.0,28.131,272,272,0.0,16.33,275870.0,369560.0,289830.0,284250.0,295710.0,316700.0,352360.0,383000.0,424840.0,261270.0,172810.0,101040000,2,,,,67,358;2240,True;True,375;2311,499;2944,519;3032,519;3032,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1086|Glycerol_kinase|99.14%;9508|Glycerol_kinase|0.86%;2184|Glycerol_kinase|0.86%,1086|Glycerol_kinase|99.14%;9508|Glycerol_kinase|0.86%,13;10;6,13;10;6,13;10;6,1086|Glycerol_kinase|99.14%;9508|Glycerol_kinase|0.86%,3,13,13,13,27.7,27.7,27.7,55.641,498,498;400;299,0.0,126.85,1447300.0,1641300.0,1346600.0,1127600.0,1230800.0,1194000.0,1542100.0,1647000.0,1960000.0,1226800.0,1182000.0,542020000,15,,,,68,56;381;711;757;1158;2545;2599;2863;3224;3407;3788;4484;4612,True;True;True;True;True;True;True;True;True;True;True;True;True,59;398;741;789;1202;2628;2690;2976;3348;3537;3930;4650;4781,79;525;958;959;1019;1531;3363;3449;3809;4270;4271;4486;4973;5982;6139,81;545;987;988;1048;1573;3464;3555;3923;4399;4400;4620;5115;6162;6325,81;545;987;1048;1573;3464;3555;3923;4400;4620;5115;6162;6325,12;13,321;394
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1087|Aerobic_glycerol-3-phosphate_dehydrogenase|100.0%,1087|Aerobic_glycerol-3-phosphate_dehydrogenase|100.0%,20,20,20,1087|Aerobic_glycerol-3-phosphate_dehydrogenase|100.0%,1,20,20,20,36.4,36.4,36.4,62.417,557,557,0.0,164.55,6894100.0,4418100.0,7508900.0,2710200.0,6152400.0,7615800.0,6253400.0,9612900.0,5428700.0,5202100.0,2742300.0,3184000000,29,,,,69,430;496;815;1322;1343;1388;1451;1452;1467;1663;2055;2462;2592;2772;3014;3445;3615;4074;4436;4586,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,451;517;848;1368;1389;1390;1435;1500;1501;1516;1717;2123;2542;2682;2683;2882;3130;3575;3750;4227;4602;4755,598;679;680;1088;1737;1738;1739;1764;1765;1828;1909;1910;1929;2181;2706;3241;3439;3440;3441;3689;3690;3995;4545;4755;5399;5918;6109,619;620;702;703;1120;1785;1786;1787;1813;1814;1880;1963;1964;1983;2242;2785;3338;3545;3546;3547;3800;3801;4113;4680;4892;5563;6096;6293;6294,619;703;1120;1785;1814;1880;1963;1964;1983;2242;2785;3338;3547;3801;4113;4680;4892;5563;6096;6293,14;15;16,50;124;280
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1091|Glutamine_synthetase|100.0%,1091|Glutamine_synthetase|100.0%,15,15,15,1091|Glutamine_synthetase|100.0%,1,15,15,15,40.8,40.8,40.8,50.84,446,446,0.0,127.05,2647800.0,2508100.0,2622900.0,2002300.0,3422200.0,2313300.0,2002600.0,2759000.0,3184600.0,1613800.0,1823700.0,1139000000,21,,,,70,223;825;1027;1037;1214;1442;1443;2061;3481;3725;3947;3948;4260;4342;4343,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,232;858;1067;1077;1258;1491;1492;2129;3612;3866;4095;4096;4419;4505;4506,326;1100;1364;1377;1597;1898;1899;1900;2713;4584;4585;4900;5195;5196;5197;5198;5657;5658;5779;5780,338;1132;1401;1414;1641;1951;1952;1953;1954;2792;4720;4721;5040;5351;5352;5353;5354;5828;5829;5953;5954,338;1132;1401;1414;1641;1952;1954;2792;4720;5040;5352;5353;5828;5953;5954,17,52
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1103|Thermonuclease|100.0%,1103|Thermonuclease|100.0%,1,1,1,1103|Thermonuclease|100.0%,1,1,1,1,7.3,7.3,7.3,20.328,177,177,0.0,7.0539,58359.0,76989.0,82318.0,64099.0,67373.0,68299.0,67934.0,104920.0,106740.0,43816.0,85308.0,8654900,1,,,,71,3884,True,4030,5119,5271,5271,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1104|rod_shape-determining_protein_MreC|100.0%,1104|rod_shape-determining_protein_MreC|100.0%,7,7,7,1104|rod_shape-determining_protein_MreC|100.0%,1,7,7,7,28.5,28.5,28.5,32.911,284,284,0.0,75.441,904610.0,670160.0,792810.0,588800.0,669360.0,711950.0,532980.0,848480.0,900410.0,484470.0,655760.0,194070000,9,,,,72,246;1727;1840;3504;4249;4712;4729,True;True;True;True;True;True;True,260;1781;1899;3635;4407;4886;4903,361;2251;2404;4613;5642;5643;6284;6301,376;2314;2471;4749;5812;5813;6475;6476;6494,376;2314;2471;4749;5812;6475;6494,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1106|homoserine_dehydrogenase|99.14%;7394|homoserine_dehydrogenase|0.86%,1106|homoserine_dehydrogenase|99.14%;7394|homoserine_dehydrogenase|0.86%,2;1,2;1,2;1,1106|homoserine_dehydrogenase|99.14%;7394|homoserine_dehydrogenase|0.86%,2,2,2,2,6.3,6.3,6.3,46.873,426,426;272,0.0,17.193,58360.0,47379.0,45275.0,58581.0,35181.0,63965.0,43311.0,44756.0,54747.0,32619.0,60163.0,12505000,2,,,,73,1111;2289,True;True,1152;2362,1462;3011,1500;3101,1500;3101,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1107|Threonine_synthase|100.0%,1107|Threonine_synthase|100.0%,2,2,2,1107|Threonine_synthase|100.0%,1,2,2,2,7.6,7.6,7.6,37.883,353,353,0.0,19.906,92348.0,68722.0,79597.0,98330.0,53993.0,107910.0,64075.0,75427.0,105070.0,66498.0,103940.0,13827000,2,,,,74,199;922,True;True,208;957,294;1223,305;1258,305;1258,,
